Sample,Date,Publication,OCR Text,Ground Truth,Image Patch,CER_init,WER_init,Model Correction,CER_post,WER_post,CER Reduction (%),WER Reduction (%)
3200797034,1882-05-27,Illustrated Police News,Witnessawas not aware bf the jevellery having been stolten.,Witness was not aware of the jewellery having been stolen.,3200797034-11.tif,0.0689655172413793,0.5,Witness was not aware of the jewellery having been stolen.,0.0,0.0,100.0,100.0
3200797034,1882-05-27,Illustrated Police News,Detec- tive Forster vas thien called to prove the arrest of the elder Everett.,Detective Forster was then called to prove the arrest of the elder Everett.,3200797034-12.tif,0.0533333333333333,0.3076923076923077,Detective Forster was then called to prove the arrest of the elder Everett.,0.0,0.0,100.0,100.0
3200797034,1882-05-27,Illustrated Police News,"The acc sed said:-"" My son gave,1no, the things to pledge, as I was better kon, ettcould got mnore nemolicy","The accused said: - ""My son gave me the things to pledge, as I was better known, and could get more money.",3200797034-13.tif,0.2169811320754717,0.5454545454545454,"The accused said: -""My son gave me the things to pledge, as I was better known, and could get more money.""",0.018867924528301886,0.13636363636363635,91.30434782608697,75.0
3200797034,1882-05-27,Illustrated Police News,"He told me that theo'articl'ds ad beecn given to him by, a relative.""","He told me that the articles had been given to him by a relative.""",3200797034-14.tif,0.106060606060606,0.3571428571428571,He told me that the articles had been given to him by a relative.,0.015151515151515152,0.07142857142857142,85.71428571428571,80.0
3200797034,1882-05-27,Illustrated Police News,"The'iae uvad, I journed, aned thp prisolnel V rP e wepovocl to toe Touse pf Doteeltionce,","The case was adjourned, and the prisoners were removed to the House of Detention.",3200797034-15.tif,0.3950617283950617,1.0714285714285714,"The case was adjourned, and the prisoner was ordered to the House of Detention.",0.1111111111111111,0.21428571428571427,71.875,80.0
3200801615,1885-06-20,Illustrated Police News,ST-TOT FIRING IN MINES.,SHOT FIRING IN MINES.,3200801615-1.tif,0.1428571428571428,0.25,STRICT FIRING IN MINES.,0.19047619047619047,0.25,-33.333333333333385,0.0
3200801615,1885-06-20,Illustrated Police News,"M. AN, important ease came on at the Gateshead County Ae Police-court on Saturday, proceedings having been n, taken by the IHome Office against the mbnapier of the Iis Uiwortb Colliery, for illeual shot.firinol0 AoMarch 2n1d, ior the dav on which the disasrous explosion, by which o, forty-two lives were lost, ocirred at that crilliery.","AN important case came on at the Gateshead County Police-court on Saturday, proceedings having been taken by the Home Office against the manager of the Usworth Colliery, for illegal shot-firing on March 2nd, the day on which the disastrous explosion, by which forty-two lives were lost, occurred at that colliery.",3200801615-2.tif,0.1373801916932907,0.38,"AN important case came on at the Gateshead County Police-court on Saturday, proceedings having been taken by the Home Office against the manager of the Usworth Colliery, for manslaughter on March 2nd, for the day on which the disastrous explosion, by which forty-two lives were lost, occurred at that colliery.",0.06070287539936102,0.06,55.81395348837208,84.21052631578947
3200801615,1885-06-20,Illustrated Police News,". The sceninmons was issuedi apainqt b Mr. A, S. Palmer, le who was present, asagent of the, collierv.","The summons was issued against Mr. A. S. Palmer, who was present, as agent of the colliery.",3200801615-3.tif,0.2087912087912088,0.6470588235294118,"The summons was issued against Mr. A. S. Palmer, who was present, as agent of the colliery.",0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,"Mr. Arnold ag Morley, M.P,, perogeouted on behalf the Crown, and Of Mr. R. F. Cooper, Newcastle appeared for theiowners.","Mr. Arnold Morley, M.P., presented on behalf the Crown, and Mr. R. F. Cooper, Newcastle, appeared for the owners.",3200801615-4.tif,0.1238938053097345,0.3684210526315789,"Mr. Arnold Morley, M.P., prosecuted on behalf of the Crown, and Mr. R. F. Cooper, Newcastle, appeared for the owners.",0.05309734513274336,0.10526315789473684,57.14285714285714,71.42857142857143
3200801615,1885-06-20,Illustrated Police News,"be Mr. Mlorley said the prosecattion was taken under 35 1W and 36 Vie,, chap. 76, of thle Mines Boeglation Act.","Mr. Morley said the prosecution was taken under 35 and 36 Vic., chap. 76, of the Mines Regulation Act.",3200801615-5.tif,0.1470588235294117,0.3684210526315789,"Mr. Morley said the prosecution was taken under 35 and 36 Vic., chap. 76, of the Mines Regulation Act.",0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,"ak With regard to thel use of gunpowdler, it was provided e that it slsoslld only be ned(l in cartridges, and not 'l0 within threnp months after any icflaminable gpo had Y. been foond in the mine.","With regard to the use of gunpowder, it was provided that it should only be used in cartridges, and not within three months after any inflammable gas had been found in the mine.",3200801615-6.tif,0.1694915254237288,0.3636363636363636,"With regard to the use of gunpowder, it was provided that it should only be used in cartridges, and not within three months after any inflammable gas had been found in the mine.",0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,"The proseoution reliod iN this ro cage oui the faet that inllenmLblc gas had been foiund re in the miae within three inoatlis of the firing of the Ie shot, and the ((nostion wr9s Vhethler tbe regulatioi ic had been complied. with, it being requisite under the d, Act for some competent person duly appointed for id that purpipso to examine tlhe place where the shot was id to be fired immediately before the firing, and not to ar allow it to be discharged except it was safe to do eo.","The prosecution relied in this case of the fact that inflammable gas had been found in the mine within three months of the firing of the shot, and the question was whether the regulation had been complied with, it being requisite under the Act for some competent person duly appointed for that purpose to examine the place where the shot was to be fired immediately before the firing, and not to allow it to be discharged except it was safe to do so.",3200801615-7.tif,0.1311111111111111,0.3253012048192771,"The prosecution relied in this case on the fact that inflammable gas had been found in the mine within three months of the firing of the shot, and the question was whether the regulation had been complied with, it being requisite under the Act for some competent person duly appointed for that purpose to examine the place where the shot was to be fired immediately before the firing, and not to allow it to be discharged except it was safe to do so.",0.0022222222222222222,0.012048192771084338,98.30508474576271,96.2962962962963
3200801615,1885-06-20,Illustrated Police News,'B It was also provided that persons ordinarily employed s. in the mine were to be ont of it or that part of it g where the explosive wae to be used.,It was also provided that persons ordinarily employed in the mine were to be out of it or that part of it where the explosive was to be used.,3200801615-8.tif,0.0709219858156028,0.1724137931034483,It was also provided that persons ordinarily employed in the mine were to be out of it or that part of it where the explosive was to be used.,0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,"Mle, Ceoper said it be did not dismicte that gas lead been found, but it le was not fornd Within the conditions of the Act.","Mr. Cooper said he did not dispute that gas had been found, but it was not found within the conditions of the Act.",3200801615-9.tif,0.1578947368421052,0.391304347826087,"Mr. Cooper said it did not appear that gas had been found, but it was not found within the conditions of the Act.",0.07017543859649122,0.08695652173913043,55.555555555555536,77.77777777777779
3200801615,1885-06-20,Illustrated Police News,"Ha r Le was prepared to prove that it was due to a temporarv stoppage in thee ordinary ventilatioi appliances, aInd was reMoved when the ventilation We1s put riglte","He was prepared to prove that it was due to a temporary stoppage in the ordinary ventilation appliances, and was removed when the ventilation was put right.",3200801615-10.tif,0.0961538461538461,0.3703703703703703,"He was prepared to prove that it was due to a temporary stoppage in the ordinary ventilation appliances, and was removed when the ventilation was put right.",0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,"After evidence lad been given on bothe sides, it w-I 6S agreed between Mr. AMorley acd Mr. Cooper that thie g queestion at issue was really a legal one as to the mean L ing of the Act with regard to the cindlitions under wahich shot-firing should not talke place.","After evidence had been given on both sides, it was agreed between Mr. Morley and Mr. Cooper that the question at issue was really a legal one as to the meaning of the Act with regard to the conditions under which shot-firing should not take place.",3200801615-11.tif,0.0806451612903225,0.3260869565217391,"After evidence had been given on both sides, it was agreed between Mr. Morley and Mr. Cooper that the question at issue was really a legal one as to the meaning of the Act with regard to the conditions under which shot-firing should not take place.",0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,"The Court. was, therefore, asked not to givo its decision, hit to adjourn the case until the legal question had bsen referredl to a superior court.","The Court was, therefore, asked not to give its decision, but to adjourn the case until the legal question had been referred to a superior court.",3200801615-12.tif,0.0413793103448275,0.1923076923076923,"The Court was, therefore, asked not to give its decision, but to adjourn the case until the legal question had been referred to a superior court.",0.0,0.0,100.0,100.0
3200801615,1885-06-20,Illustrated Police News,The case was adjourned accordingly.,The case was adjourned accordingly.,3200801615-13.tif,0.0,0.0,The case was adjourned accordingly.,0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,THE QUEEN V. LEGG. - - -w...- - -. T^ --As,THE QUEEN V. LEGG.,3200801630-1.tif,1.3333333333333333,1.75,THE QUEEN V. LEGG.,0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"QUvNI'S BENcH Divisio.-(Before Lord Coleridge and Mr. Justice Mathew.)-In this case a rule had been granted for a certiorari to remove an indictment for libel preferred against George Francis Legg, a solicitor, on the prosecution of Harold Alexander, an officer in her Majesty's army, from the Central Criminal Court to this Court, in order that it might be tried before a special jury.","QUEEN'S BENCH DIVISION. – (Before Lord Coleridge and Mrs. Justice Mathew.) – In this case a rule had been granted for a certiorari to remove an indictment for libel preferred against George Francis Legg, a solicitor, on the prosecution of Harold Alexander, an officer in her Majesty's army, from the Central Criminal Court to this Court, in order that it might be tried before a special jury.",3200801630-2.tif,0.0459183673469387,0.1343283582089552,"QUEEN'S BENCH DIVISION. - (Before Lord Coleridge and Mr. Justice Mathew.) -In this case a rule had been granted for a certiorari to remove an indictment for libel preferred against George Francis Legg, a solicitor, on the prosecution of Harold Alexander, an officer in her Majesty's army, from the Central Criminal Court to this Court, in order that it might be tried before a special jury.",0.01020408163265306,0.05970149253731343,77.77777777777774,55.55555555555555
3200801630,1885-06-20,Illustrated Police News,"The circumstances were as follow: Both the defendant and prosecutor are members of the Cocoa Tree Club, in St. James'-street, Piccadilly, and on the 8th of December, 1884, they played at cards there the result being that Mr. Alexander won £1,760 from Mr. Legg, who, as he was losing, said he would only lose £500, which he was ready at once to nay, provided that any sum exceeding that amount should be played for on a future evening.","The circumstances were as follow: Both the defendant and prosecutor are members of the Cocoa Tree Club, in St. James'-street, Piccadilly, and on the 8th of December, 1884, they played at cards there the result being that Mr. Alexander won £1,760 from Mr. Legg, who, as he was losing, said he would only lose £500, which he was ready at once to pay, provided that any sum exceeding that amount should be played for on a future evening.",3200801630-3.tif,0.0023041474654377,0.0128205128205128,"The circumstances were as follow: Both the defendant and prosecutor are members of the Cocoa Tree Club, in St. James'-street, Piccadilly, and on the 8th of December, 1884, they played at cards there, the result being that Mr. Alexander won £1,760 from Mr. Legg, who, as he was losing, said he would only lose £500, which he was ready at once to pay, provided that any sum exceeding that amount should be played for on a future evening.",0.002304147465437788,0.01282051282051282,-3.820815192012862e-12,-1.6237011735142942e-13
3200801630,1885-06-20,Illustrated Police News,"They subse- quently played a few games, when Mr. Alexander won at. additional £200, and the defendant paid him -£500, the balance standing over.","They subsequently played a few games, when Mr. Alexander won an additional £200, and the defendant paid him £500, the balance standing over.",3200801630-4.tif,0.0357142857142857,0.1739130434782608,"They subsequently played a few games, when Mr. Alexander won an additional £200, and the defendant paid him £500, the balance standing over.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"A few weeks afterwards Mr. Legg, according to his affidavit, heard that Mr. Alex- ander had been accused of cheating a Mr. Wyndham of £550 at cards; at the Road Club, in January, 1885, and on the 18th of February the defendant wrote a letter to the committee of the Cocoa Tree Club to the effect that Mr. Harold Alexander had been com- pelled to resign his membership of the Road Club, having been detected at cheating at cards, and that he was prepared to prove this charge.","A few weeks afterwards Mr. Legg, according to his affidavit, heard that Mr. Alexander had been accused of cheating a Mr. Wyndham of £550 at cards, at the Road Club, in January, 1885, and on the 18th of February the defendant wrote a letter to the committee of the Cocoa Tree Club to the effect that Mr. Harold Alexander had been compelled to resign his membership of the Road Club, having been detected at cheating at cards, and that he was prepared to prove this charge.",3200801630-5.tif,0.0106157112526539,0.0581395348837209,"A few weeks afterwards Mr. Legg, according to his affidavit, heard that Mr. Alexander had been accused of cheating a Mr. Wyndham of £550 at cards at the Road Club, in January, 1885, and on the 18th of February the defendant wrote a letter to the committee of the Cocoa Tree Club to the effect that Mr. Harold Alexander had been compelled to resign his membership of the Road Club, having been detected at cheating at cards, and that he was prepared to prove this charge.",0.0021231422505307855,0.011627906976744186,79.99999999999994,80.0
3200801630,1885-06-20,Illustrated Police News,"This was the libel complained of, and for which he was committed for trial, but was allowed to stand out on his own recog. nisanees of £50.","This was the libel complained of, and for which he was committed for trial, but was allowed to stand out on his own recognisances of £50.",3200801630-6.tif,0.0218978102189781,0.0769230769230769,"This was the libel complained of, and for which he was committed for trial, but was allowed to stand out on his own recognisances of £50.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"The matter now came before this court on an application by Mr. Matthews, which was opposed by Mr. Gill, to expedite the hearing of the rule for the certiorari, in order that the' trial might. take place before the prosecutor had to rejoin his regi. ment in India.","The matter now came before this court on an application by Mr. Matthews, which was opposed by Mr. Gill, to expedite the hearing of the rule for the certiorari, in order that the trial might take place before the prosecutor had to rejoin his regiment in India.",3200801630-7.tif,0.0154440154440154,0.0851063829787234,"The matter now came before this court on an application by Mr. Matthews, which was opposed by Mr. Gill, to expedite the hearing of the rule for the certiorari, in order that the trial might take place before the prosecutor had to rejoin his regiment in India.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"The Court, disapproving of the course taken by the prosecutor in instituting criminal pro- ceodings in the case of a private squabble, refused the application'with costs.","The Court, disapproving of the course taken by the prosecutor in instituting criminal proceedings in the case of a private squabble, refused the application with costs.",3200801630-8.tif,0.0238095238095238,0.1538461538461538,"The Court, disapproving of the course taken by the prosecutor in instituting criminal proceedings in the case of a private squabble, refused the application with costs.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"AT the Hall Police-court, on Thursday, a young girl named Isabella Hewson was charged with the murder of her illegitimate child by hanging it.","AT the Hull Police-court, on Thursday, a young girl named Isabella Hewson was charged with the murder of her illegitimate child by hanging it.",3200801630-9.tif,0.0070422535211267,0.0416666666666666,"AT the Hall Police-court, on Thursday, a young girl named Isabella Hewson was charged with the murder of her illegitimate child by hanging it.",0.007042253521126761,0.041666666666666664,-8.621575675604805e-13,-1.4988010832439636e-13
3200801630,1885-06-20,Illustrated Police News,"On her brother being cafled she became terribly excited, shrieked out the name of her child, and went into several fits.","On her brother being called she became terribly excited, shrieked out the name of her child, and went into several fits.",3200801630-10.tif,0.0083333333333333,0.0476190476190476,"On her brother being called she became terribly excited, shrieked out the name of her child, and went into several fits.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,She was so violent that two female warders and several officers had to hold her.,She was so violent that two female warders and several officers had to hold her.,3200801630-11.tif,0.0,0.0,She was so violent that two female warders and several officers had to hold her.,0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,The hearing of the case had to be suspended.,The hearing of the case had to be suspended.,3200801630-12.tif,0.0,0.0,The hearing of the case had to be suspended.,0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,"AT the West Bromewich Police-conrt, on Saturday, John Taylor, of Handsworth, was sentenced to three months' imprisonment for embezzling money belong- ing to Messrs. Warden and Co., trading as the Pbhcoix Nut and Bolt Company, in whose employ he was as assistant warehouseman,","AT the West Bromwich Police-court, on Saturday, John Taylor, of Handsworth, was sentenced to three months' imprisonment for embezzling money belonging to Messrs. Warden and Co., trading as the Phoenix Nut and Bolt Company, in whose employ he was as assistant warehouseman.",3200801630-13.tif,0.0330882352941176,0.1428571428571428,"AT the West Bromwich Police-court, on Saturday, John Taylor, of Handsworth, was sentenced to three months' imprisonment for embezzling money belonging to Messrs. Warden and Co., trading as the Phoenix Nut and Bolt Company, in whose employ he was as assistant warehouseman.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"The defence was that pri- soner had been in bad company, and had been led away by betting men.","The defence was that prisoner had been in bad company, and had been led away by betting men.",3200801630-14.tif,0.0217391304347826,0.1111111111111111,"The defence was that prisoner had been in bad company, and had been led away by betting men.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"AT the Guildhall Police-court William Stogman, 12, Windsor-street, Bishopsgate-street, carman ;George Wood, a bag dealer, who refused his address ; William Green; 23, Zoar-street, Southwark, general dealer; and Alfred Moon, a labourer, who said he had no fixed residence, were committed for trial on the charge of being concerned together in stealing a case from a truck in Wells-street, which contained seventy-eight fancy waistcoats, the property of Edwin Seamark, 51, Church- street, Newington, a dealer.","AT the Guildhall Police-court William Stogman, 12, Windsor-street, Bishopsgate-street, carman ; George Wood, a bag dealer, who refused his address; William Green, 23, Zoar-street, Southwark, general dealer; and Alfred Moon, a labourer, who said he had no fixed residence, were committed for trial on the charge of being concerned together in stealing a case from a truck in Wells-street, which contained seventy-eight fancy waistcoats, the property of Edwin Seamark, 51, Church-street, Newington, a dealer.",3200801630-15.tif,0.0079051383399209,0.0945945945945946,"AT the Guildhall Police-court William Stogman, 12, Windsor-street, Bishopsgate-street, carman; George Wood, a bag dealer, who refused his address; William Green, 23, Zoar-street, Southwark, general dealer; and Alfred Moon, a labourer, who said he had no fixed residence, were committed for trial on the charge of being concerned together in stealing a case from a truck in Wells-street, which contained seventy-eight fancy waistcoats, the property of Edwin Seamark, 51, Church-street, Newington, a dealer.",0.001976284584980237,0.02702702702702703,74.99999999999984,71.42857142857143
3200801630,1885-06-20,Illustrated Police News,AT the Lambeth Police-court Isabella Gutteridge was charged on remand with stabbing her husband with a shoemakers knife.,AT the Lambeth Police-court Isabella Gutteridge was charged on remand with stabbing her husband with a shoemaker's knife.,3200801630-16.tif,0.0082644628099173,0.0555555555555555,AT the Lambeth Police-court Isabella Gutteridge was charged on remand with stabbing her husband with a shoemaker's knife.,0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"The case was reported last week, and it was then shown that the man had received a stab on the left side, and was under the care of a surgeon.","The case was reported last week, and it was then shown that the man had received a stab on the left side, and was under the care of a surgeon.",3200801630-17.tif,0.0,0.0,"The case was reported last week, and it was then shown that the man had received a stab on the left side, and was under the care of a surgeon.",0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,"Police-constable 166 L now stated that the injured man was still unable to attend, and the surgeon at present was unable to say bow soon he would be able to do so.","Police-constable 166 L now stated that the injured man was still unable to attend, and the surgeon at present was unable to say how soon he would be able to do so.",3200801630-18.tif,0.0061349693251533,0.03125,"Police-constable 166 L now stated that the injured man was still unable to attend, and the surgeon at present was unable to say how soon he would be able to do so.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,Mr. Chance said if that were the case the prisoner must again be remanded.,Mr. Chance said if that were the case the prisoner must again be remanded.,3200801630-19.tif,0.0,0.0,Mr. Chance said if that were the case the prisoner must again be remanded.,0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,"Jositc1 COLIcIER, landlord of the White Hart public- house, Myddelton-street, Clerkenwell, was summoned, at the Clerkenwell Police-court, for assaulting Edward Dennis in that house on June 4th.","JOSEPH COLLIER, landlord of the White Hart public-house, Myddelton-street, Clerkenwell, was summoned, at the Clerkenwell Police-court, for assaulting Edward Dennis in that house on June 4th.",3200801630-20.tif,0.0473684210526315,0.1538461538461538,"JOSEPH COLLIER, landlord of the White Hart public-house, Myddelton-street, Clerkenwell, was summoned, at the Clerkenwell Police-court, for assaulting Edward Dennis in that house on June 4th.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"The complainant stated that he was in the public-house with several other men, and an altercation arose,","The complainant stated that he was in the public-house with several other men, and an altercation arose.",3200801630-21.tif,0.0096153846153846,0.0588235294117647,"The complainant stated that he was in the public-house with several other men, and an altercation arose.",0.0,0.0,100.0,100.0
3200801630,1885-06-20,Illustrated Police News,"The defendant called them ""poor people.""","The defendant called them ""poor people.""",3200801630-22.tif,0.0,0.0,"The defendant called them ""poor people.""",0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,"Complainant retorted that it was a lie, and the defendant at once struck him with his fist.","Complainant retorted that it was a lie, and the defendant at once struck him with his fist.",3200801630-23.tif,0.0,0.0,"Complainant retorted that it was a lie, and the defendant at once struck him with his fist.",0.0,0.0,,
3200801630,1885-06-20,Illustrated Police News,"Mr. Barstow asked the complainant what could ha xpeot if ""- ""alled a man a liar, and dismissed the cuse.","Mr. Barstow asked the complainant what could be expect if he called a man a liar, and dismissed the case.",3200801630-24.tif,0.0761904761904762,0.25,"Mr. Barstow asked the complainant what could he expect if he called a man a liar, and dismissed the case.",0.009523809523809525,0.05,87.50000000000001,80.0
3200801632,1885-06-20,Illustrated Police News,KILLED BY THE DOVER EXPRESS.,KILLED BY THE DOVER EXPRESS.,3200801632-1.tif,0.0,0.0,KILLED BY THE DOVER EXPRESS.,0.0,0.0,,
